gene_id,AKP_REP1,AKP_REP2,AKP_REP3,AKPE_REP1,AKPE_REP2,AKPE_REP3,AP_REP1,AP_REP2,AP_REP3
Lrp1,106,37,135,215,203,169,252,44,46
Lrp10,6386,6229,6875,7381,7552,5966,6965,6669,7046
Lrp11,130,150,149,104,166,97,113,81,146
Lrp12,107,125,194,454,298,432,220,224,308
Lrp1b,0,0,0,0,0,0,0,0,0
Lrp2,23,39,10,29,173,0,1,2,0
Lrp2bp,2,8,2,5,8,9,20,10,4
Lrp3,0,0,0,4,9,1,0,3,0
Lrp4,395,200,463,1538,1452,1260,962,681,1132
Lrp5,7809,5691,7724,6603,7653,6609,7947,6208,6813
Lrp6,2406,2105,2673,2907,2668,2435,2696,1837,2383
Lrp8,2551,2049,2672,2621,2140,2252,1911,1884,2002
Lrpap1,779,789,1116,1179,1020,1094,893,843,868
Lrpprc,4001,4328,3908,4037,4815,3318,2871,3396,3377
Lrr1,220,245,208,204,213,208,97,168,170
Lrrc1,916,1126,1174,1103,1480,1253,1213,1173,1405
Lrrc10,0,0,2,0,4,2,2,0,0
Lrrc10b,0,0,1,1,2,1,1,1,0
Lrrc14,769,770,749,695,840,789,424,595,605
Lrrc14b,58.237,60.193,70.995,83.012,47.381,72.047,58.322,51.95,61.488
Lrrc15,2,0,1,14,0,2,0,0,0
Lrrc16a,1268,1044,1249,1216,1378,1366,1249,1110,1374
Lrrc16b,1,1,0,3,1,3,1,0,2
Lrrc17,0,0,0,0,25,1,0,1,0
Lrrc18,2,1,0,0,0,1,3,0,1
Lrrc19,2,4,4,2,3,3,30,10,0
Lrrc2,0,0,0,0,2,0,0,0,1
Lrrc20,514,472,514,557,537,414,451,464,587
Lrrc23,0,0,0,1,0,0,0,1,0
Lrrc24,5,4,9,7,16,12,4,7,11
Lrrc25,1,0,1,0,1,1,3,0,0
Lrrc26,423,334,249,174,293,208,700,767,466
Lrrc27,29,32,33,45,48,33,65,49,30
Lrrc28,144,147,149,196.001,210,189,245,215,231
Lrrc29,23,20,42,18,49,39,36,27,17
Lrrc3,0,0,0,0,3,0,1,5,1
Lrrc30,0,0,0,0,0,0,0,1,0
Lrrc31,6,3,18,74,48,111,248,185,124
Lrrc32,0,0,1,0,0,1,4,0,0
Lrrc34,0,0,3,2,0,0,0,0,1
Lrrc36,0,0,0,0,0,0,0,0,0
Lrrc38,0,0,0,0,0,0,0,0,0
Lrrc39,20.305,20.765,14.899,28.658,19.879,20.1,22.285,22.439,30.411
Lrrc3b,0,0,0,0,0,0,0,0,0
Lrrc4,1,0,1,0,2,0,4,2,3
Lrrc40,1730,1547,2165.999,1875,1726,1682,1239,1191,1225
Lrrc41,2050,2177.201,2286,2236.884,2559.047,1899,2198,1943,2243
Lrrc42,1159,1076,1117,1200,1322,1093,1036,952,837
Lrrc43,0,0,0,0,0,0,0,0,0
Lrrc45,1072,972,904,1239,1254,869,1535,978,1219
Lrrc46,17,14,15,12,26,19,41,26,9
Lrrc47,3361.156,3778.271,3649.585,3489.073,4278.93,3126.481,2516.99,2815.01,3107.763
Lrrc48,12,9,3,11,18,5,51,26,15
Lrrc49,231,311,290,342,319,308,134,162,216
Lrrc4b,0,0,1,0,0,0,0,0,0
Lrrc4c,0,0,0,0,0,0,0,0,0
Lrrc51,35,36,58,32,57,45,123,95,53.999
Lrrc52,0,0,0,0,0,0,0,0,0
Lrrc55,2,0,0,0,0,0,0,0,0
Lrrc56,66,67,63,83,90,73,128,87,94
Lrrc57,340,311.999,317,305,349.999,304,306,378,309
Lrrc58,2238.009,2119.025,2084,2613,2221.009,2090.019,1963.021,2036.004,2223.039
Lrrc59,14547.616,16720.047,16976.04,16692.722,18552.959,13919.713,10181.131,13081.106,16200.313
Lrrc6,0,0,0,0,0,0,1,0,0
Lrrc61,26,86,33,83,119,83,284,246,152
Lrrc63,0,0,0,0,0,0,0,0,0
Lrrc66,857,965,1192,353,714,759,584,588,1025
Lrrc69,0,0,0,0,0,0,0,0,0
Lrrc7,0,0,0,0,0,0,0,0,0
Lrrc71,58.648,67.339,54.883,34.735,65.153,36.217,65.621,56.55,0
Lrrc72,0,0,0,0,0,0,0,0,0
Lrrc73,31,30,20,30,34,18,6,14,18
Lrrc74a,0,0,0,0,0,0,0,0,0
Lrrc74b,0,0,1,0,1,0,0,0,0
Lrrc75a,493,698,643,527,733,546,752,638,374
Lrrc75b,0,0,11,9,4,14,0,0,0
Lrrc8a,1356,1225,1270,949,864,834,909,841,905
Lrrc8b,680,774,1458,1406,1019,1428,1072,803,992
Lrrc8c,504,303,635,651,568,691,325,310,384
Lrrc8d,2102,3079,2841,2726,2779,3300,2422,2272,1789
Lrrc8e,649,512,793,273,263,343,252,168,137
Lrrc9,0,0,0,0,0,0,0,0,0
Lrrcc1,414.999,419,326,490,411,361,474,391.001,442
Lrrd1,1,0,0,1,1,1,0,0,0
Lrrfip1,5551,4778,4882.999,4377,4832,3723,5530,5800,6002
Lrrfip2,1235,1375,1487,1227,1228,1250,1217,1298,1224
Lrriq1,1,0,0,0,1,0,0,1,0
Lrriq3,3,0,13,1,2,3,8,10,8
Lrriq4,0,0,0,0,0,0,0,0,0
Lrrk1,2363,2099,2645,3210,2859,2065,2114,1816,2624
Lrrk2,100,145,122,95,214,194,192,175,72
Lrrn1,0,0,0,0,0,0,0,0,0
Lrrn2,0,0,0,0,0,0,0,0,0
Lrrn3,1,11,6,78,23,128,1,1,1
Lrrn4,49,28,60,52,41,35,43,26,22
Lrrn4cl,5,0,7,11,3,4,5,10,4
Lrrtm1,0,0,0,0,0,0,0,0,0
Lrrtm2,0,0,0,0,1,0,0,0,2
Lrrtm3,0,0,0,0,0,0,0,0,0
Lrrtm4,0,0,0,0,0,0,4,0,0
Lrsam1,542,472,515,496,536,449,457,457,524
Lrtm1,0,0,0,0,0,0,0,0,0
Lrtm2,17,7,9,15,15,14,25,27,20
Lrwd1,1858,1983,2251,1736,1904,1733,1221,1085,1309
Lsamp,0,0,0,0,0,0,0,0,0
Lsg1,2185,2276,2418,2305,2503,2216,1208,1876,2135
Lsm1,1133,1218,1668,929,1101,1184,557,807,749
Lsm10,293,400,281,265,367,247,305,281,221
Lsm11,779,667,717,591,627,500,592,489,532
Lsm12,1539,1672,1548,1498,1722,1351,1305,1326,1294
Lsm14a,3419,4057,4178,3912,4219,3291,3255,3325,3362
Lsm14b,1096,1233,1051,850,1066,1156,1451,1192,930
Lsm2,2264,2426,2491,2317,2527,2417.999,1305,1824,1975
Lsm3,1358,1473,1403,1389,1819,1303,832,1270,1375
Lsm4,3876,5113,6697,3339,5482,6831,4255,3544,4008
Lsm5,1064,1029,1099,847,993,885,711,895,737
Lsm6,1835,2217,2729,1855,2418,2810,1015,1580,1744
Lsm7,2018,2291,2164,1386,2495,1636,1139,1486,1718
Lsm8,1639,1980,2000,1457,1827,1675,1313,1516,1328
Lsmem1,0,1,1,0,0,0,0,0,1
Lsp1,0,0,0,1,0,2,0,3,0
Lsr,5390,6936.001,6284,6643.001,9089.999,6138,7532,9230.001,10003
Lss,3485,2583,4659,3136,3104,3717,4362.999,3859,2756
Lst1,0,0,0,0,3,1,4,4,7
Lta,2,1,1,1,0,3,2,1,2
Lta4h,2543,2532,2690,2692,3662,2884,4239,3808,3235
Ltb,5,6,9,27,50,31,102,89,122
Ltb4r1,0,1,0,1,1,0,2,5,8
Ltb4r2,0,1,2,1,3,0,16,3,24
Ltbp1,0,1,2,4,5,1,11,3,12
Ltbp2,0,0,0,2,2,0,3,2,7
Ltbp3,257,264,835,385,436,500,1203,567,453
Ltbp4,228,182,238,225,315,254,315,247,156
Ltbr,2902,3001,3424,2948,3038,3282,2516,2903,3297
Ltc4s,4,3,2,2,8,5,26,30,62
Ltf,2,3,1,4,7,3,112,119,100
Ltk,24,39,97,135,73,104.001,105,85,32
Ltn1,3154,2990,3139,3249,2910,2506,2516,2101,2516
Ltv1,1856,1980,1984,1991,2105,1787,1263,1790,2216
Luc7l,2849,3070,3137,2758.001,3297,2520,2440,2385,2968
Luc7l2,5567,5561.999,6003,6340.001,5506,5165,3792,4360.001,4739
Luc7l3,2528,2646,2475,2906,2587,2117,2135,1904,2194
Lum,0,0,0,0,0,0,0,0,0
Lurap1,8,37,24,38,57,38,36,15,24
Lurap1l,1799,1519,1730,2571,2892,1914,1966,2560,3220
Luzp1,4360,3509,4396,4752,4376,3655,4068,3207,4678
Luzp2,1,1,0,0,0,0,0,0,0
Luzp4,0,0,1,0,0,3,0,0,0
Lvrn,4,0,0,0,1,0,0,0,1
Lxn,508,408,435,356,581,363,559,663,500
Ly6a,35941.723,44108.582,38481.543,22622.68,28409.708,24522.081,35580.351,41951.023,33333
Ly6c1,24054.14,30536.794,25255.971,13560.274,16431.956,16943.453,20073.237,23953.617,13487.94
Ly6c2,33.136,86.623,359.486,12.045,57.336,96.466,54.412,40.361,9.06
Ly6d,190,82,174,71,76,119,590,1027,1724
Ly6e,29727,30030,30944,22754,29249,27109,31615,33593,28896
Ly6f,72,22,40,23,42,65,31,29,8
Ly6g5b,15,8,7,2,15,1,2,4,13
Ly6g5c,0,0,0,0,0,0,0,0,0
Ly6g6c,118,29,79,45,57,60,73,86,74
Ly6g6d,8,4,12,13,21,36,78,52,22
Ly6g6e,27,21,41,53,60,103,151,108,105
Ly6g6f,0,0,0,0,0,0,0,0,0
Ly6h,0,0,0,0,0,2,0,2,0
Ly6i,3,8.001,4,2,3,2,1,2,2
Ly6k,0,21,0,0,41,0,0,0,7
Ly75,16,21,38,241,271,103,250,238,339
Ly86,0,0,0,0,0,0,0,0,0
Ly9,0,0,0,0,0,0,0,0,2
Ly96,98,52,77,68,63,64,70,56,44
Lyar,5490,6201,7961,5084,5341,5220,2307,3530,3720
Lyg1,0,1,0,1,0,2,0,0,0
Lyg2,0,0,0,1,0,0,0,0,1
Lyl1,1,0,0,3,0,1,0,0,0
Lyn,502,409,526,537,553,492,842,660,711
Lynx1,229,159,349,200,138,233,434,220,255
Lypd1,51.558,41.255,55.182,29.172,23.883,31.082,19.662,42.833,43.668
Lypd2,23,13,79,58,51,72,6,0,1
Lypd3,4,3,82,11,7,4,5,4,4
Lypd4,0,0,0,0,0,0,0,0,0
Lypd5,3,25,0,5,7,3,0,3,2
Lypd6,1,2,0,23,7,8,8,22,2
Lypd6b,968,717,508,508,488,314,129,178,158
Lypd8,59,43,31,25,221,207,658,505,238
Lypla1,2034,2202,2328,2626,2537,2345,2198,2787,2630
Lypla2,3147,3671,3339,2809,3844,3126,2220,3022,2996
Lyplal1,145,79,158,116,166,197,169,236,204
Lyrm1,67,39.999,64,65,78,34,121,81,88
Lyrm2,230,257,236,286,363,287,343,397,337
Lyrm4,362,448,524,348,470,430,243,391,342
Lyrm5,236,232,248,216,252,265,327,268,233
Lyrm7,8,17,28,45,27,28,92,68,67
Lyrm7os,0,0,0,0,0,0,0,0,0
Lyrm9,352,477,379,375,486,399,351,310,400
Lysmd1,260,204,303,210,191,207,293,260,186
Lysmd2,447,553,371,573,641,419,270,570,606
Lysmd3,520,347,463,513,373,401,418,327,303
Lysmd4,108,91,103,126,163,151,214,171,128
Lyst,236,175,302,238,237,234,351,137,223
Lyve1,0,0,1,4,9,10,37,32,23
Lyz1,0,0,1,2,11,121,3,4,2
Lyz2,0,0,0,0,0,0,0,0,0
Lyzl1,0,0,0,0,0,0,0,0,0
Lyzl4,0,0,0,0,0,0,4,3,0
Lyzl4os,0,0,0,0,0,0,0,0,0
Lyzl6,0,0,0,0,0,0,0,0,0
Lzic,672,729,725,755,776,743,748,920,1075
Lztfl1,466,494,461,445,484,428,392,361,429
Lztr1,2049,1686,2437,1838,1949,2223,1497,1684,2109
Lzts1,3,2,20,18,33,62,17,3,0
Lzts2,3306.986,3550.999,3447.987,3249.754,4162,3737.975,2430.495,2303,3156
Lzts3,183,138,176,307,635,275,1120,965.001,603
M1ap,1,0,1,0,0,0,1,5,0
M6pr,5434,5423,5531,5691,7007,5492,5783,5992,5814
Maats1,21,26,1,7,22,4,14,11,4
Mab21l1,5,2,1,0,2,0,0,2,1
Mab21l2,0,0,0,0,1,0,0,0,0
Mab21l3,6,7,11,5,33,10,311,121,75
Macc1,1321,1013,1322,1491,1163,956,991,1101,1308
Macf1,4949,4202,3865,6289,5106,3337,3901,4247,5522
Macrod1,121,223,272,176,291,327,451,361,150
Macrod2,235,202,214,192,190,209,60,117,71
Mad1l1,1408,1746,2019,1743,1914,1902,1045,1199,1507
Mad2l1,2634,2929,3057,3869,3985,3289,2652,2808,3197
Mad2l1bp,552,564,510,476,540,470,365,412,401
Mad2l2,513,560,448,472,585,478,594,580,418
Madcam1,0,0,0,0,2,0,0,0,0
Madd,1071,904,985,988,1227,910,1361.999,949.001,1237.999
Maea,5106,5469,7231,6097,5367,5658,4159,4712,4755
Mael,0,0,0,0,0,0,0,0,0
Maf,1135,742,1077,885,789,1147,194,504,229
Maf1,1247,1318,1452,1384,1890,1531,2025,1602.001,1598
Mafa,3,6,3,4,1,3,7,3,0
Mafb,38,1,167,112,11,222,67,49,20
Maff,1418,1357,1584,1127,1495,1207,2131,1863,1285
Mafg,1223,1247,1367,1297,1146,1140,1518,1182,1126
Mafk,1823,1521,2530,1846,1132,1406,978,1215,1322
Mag,0,0,0,1,3,1,0,1,0
Magea1,0,0,0,0,0,0,0,0,0
Magea10,0,0,0,0,0,0,0,0,0
Magea2,0,0,0,0,0,0,0,0,0
Magea3,0,0,0,0,0,0,0,0,0
Magea4,0,0,0,0,0,0,0,0,0
Magea5,0,0,0,0,0,0,0,0,0
Magea6,0,0,0,0,0,0,0,0,0
Magea8,0,0,0,0,0,0,0,0,0
Mageb1,0,0,0,0,0,0,0,0,0
Mageb16,0,0,0,0,0,2,0,0,0
Mageb16-ps1,0,0,0,0,0,0,0,0,0
Mageb18,0,0,0,0,0,0,0,0,0
Mageb2,0,0,0,1,0,0,0,0,0
Mageb3,3,1,0,3,0,3,0,0,0
Mageb4,0,0,0,0,0,0,0,0,0
Mageb5,0,0,0,0,0,0,0,0,0
Maged1,3741,3384,4757,5558,6158,5470,3751,3495,3829
Maged2,497,234,326,476,586,294,272,165,152
Magee1,27,32,28,34,29,31,35,21,23
Magee2,0,0,1,2,0,0,0,0,0
Magef1,169,123,159,125,128,186,105,90,116
Mageh1,1,0,10,8,10,15,5,11,5
Magel2,0,0,0,0,0,0,0,0,0
Magi1,800.999,1015,1249,652,1304.001,894,1157,798.999,1037.001
Magi2,12,18,29,13,11,18,16,16,15
Magi3,1716,1439,1964,1802,1682,1586,1829,1432,1780
Magix,2,3,3,4,2,2,6,1,0
Magoh,2141,2303,2096,1864,2589,1940,1188,1696,1707
Magohb,808,864,812,588,750,679,527,424,411
Magt1,2680,2599,3026,3502,3336,2686,3113,3182,3127
Mak,5,1,0,0,0,0,1,1,2
Mak16,2899.129,3008.538,3918.232,2912.617,2717.447,3066.142,1763.618,2532.514,2720
Mal,2759,3104,3485,3557,3272,3211,2862,3563,4448
Mal2,5992,6104,7545,7121,6523,6334,7295,7926,8611
Malat1,4368,2153,2470,4706,2045,1238,5641,2184,3200
Mall,1990,1415,1241,749,585,445,1367,887,881
Malsu1,650,626,762,624,801,701,744,680,619
Malt1,1010,832,1095,1597,1262,1128,1390,1002,1129
Mamdc2,0,0,0,0,1,2,6,10,0
Mamdc4,41,21,43,35,39,31,25,19,23
Maml1,1241,1250,1555,1382,1445.108,1295,1101,1051,849
Maml2,206,125,250,197,166,262,219,169,171
Maml3,811,590,996,577,561,740,453,396,338
Mamld1,25,43,50,145,195,44,301,217,304
Mamstr,1,7,6,10,10,13,4,9,7
Man1a,1211,1167,1461,1302,1523,1456,1450,965,1295
Man1a2,4656,4102,5423,4396,4769,4745,3259,3122,3884
Man1b1,3060,2685,2965,2501,2980,2518,2402,2188,2484
Man1c1,22,17,54,36,51,93,37,20,12
Man2a1,2580,2890,3302,3256,3807,3595,3705,3077,3126
Man2a2,952,656,1344,1403,1316,1278,1570,1072,1443
Man2b1,1826,1339,1778,1707,2041,1937,1577,1244,1519
Man2b2,737,612,654,849,725,681,1432,872,912
Man2c1,1062,1089,994,1254,1337,1107,1621,1303,1157.972
Man2c1os,22,5,11,9,16,17,14,14,11.028
Manba,506,372,642,802,753,712,997,817,507
Manbal,1187,1232,1217,850,1122,1068,942,1020,1072
Manea,476,562,609,687,595,670,668,553,444
Maneal,0,0,1,2,1,0,0,0,0
Manf,3517,4420,4364,3616,4882,3762,4215,4340,4484
Mannr,0,0,0,0,0,0,0,0,0
Mansc1,46,155,64,310,510,165,565,370,343
Mansc4,1,0,0,2,0,2,1,2,2
Maoa,3331,2304,2312,2647,2574,1992,2611,2164,2923
Maob,0,0,1,0,4,0,0,3,0
Map10,5,2,2,2,4,0,47,46,87
Map1a,2,3,3,4.009,1,5.02,2.011,2,1.002
Map1b,113,160,193,118,151,73,93,88,75
Map1lc3a,619,441,538,245,448,442,436,515,320
Map1lc3b,2287,1741,3047,2135,3043,4057,3026,2855,2322
Map1s,1951,1926,2175,1778,1872,1885,1088,1232,1462
Map2,204,264,202,134,105,113,15,43,28
Map2k1,3577,3260,3871,3205,4247,3077,5221,4822,3011
Map2k2,4214,4803,5107,4319,5451,4629,3557,4377,4469
Map2k3,4965,5127,5563,4961,4878,3912,2548,2978,3885
Map2k3os,62,72,94,77,41,59,40,51,21
Map2k4,2748,2405,2367,2448,2511,1862,2075,2417,2782
Map2k5,476,508,616,540,754,659,520,563,519
Map2k6,132,167,303,275,302,411,380,211,67
Map2k7,2022.999,1814,2587,1872.999,1873,2375,1791,1221,1671
Map3k1,856,720,915,1108,1285,900,2132,1368,1059
Map3k10,606,654,976,818,880,766,863,743,717
Map3k11,1669,1752,2012,1891,2440,2147,2156,1873,2493
Map3k12,1256.91,1507.439,1088.15,779.727,1461.957,1141.662,1091.988,1116.685,817.524
Map3k13,77,22,33,116,192,155,110,57,64
Map3k14,161,132,313,272,246,338,167,200,356
Map3k15,239.045,204.219,511.781,505.924,605.372,667.382,384.799,531.49,284.875
Map3k19,1,0,4,0,0,0,0,0,0
Map3k2,1128,1003,1274,1045,897,938,1455,1059,941
Map3k3,1283,1269,1471,1124,1083,965,874,760,921
Map3k4,941,1010,1222,1132,1332,1360,1415,1242,1099
Map3k5,999,911,795,753,834,771,660,524,552
Map3k6,166,126,164,152,130,122,148,220,178
Map3k7,3039,2877,3400,3467,3244,2706,2379,2331,3356
Map3k7cl,0,0,0,0,0,0,0,0,0
Map3k8,60,54,116,107,65,111,35,36,31
Map3k9,1011,807,1409,1267,1356,1482,1445,1282,1670
Map4,4590,4558,4954.001,5031.001,4801,4408.999,4353.999,3814,4937
Map4k1,56,64,60,40,77,76,109,58,35
Map4k2,372,293,407.999,450,384,427,366.001,282,294
Map4k3,1232,1043,1433,1546,1296,1319,1475,1299,1304
Map4k4,4061,3371,3928.999,4630,4767,4441,3777.999,3452,4207
Map4k5,1568,1182,1913,1562,1344,1537,1337,1070,1216
Map6,2688,2822,2557,2264,2137,1449.001,1447,1988,2760
Map6d1,8,21,20,21,15,21,10,13,3
Map7,2176,1804,1847,2120,2191,1750,2928,1989,2456
Map7d1,2703,1671,1959,2516,2000,1366,1627,1979,2306
Map7d2,6,7,20,49,19,41,14,26,8
Map9,85,26,137,90,13,94,73,45,20
Mapk1,8660,7978,9590,9162,8889,8265,7239,7222,7483
Mapk10,0,0,0,0,0,0,0,0,1
Mapk11,620,928,670,528,633,362,1002,880,840
Mapk12,202,369,184,201,261,100,224,182,184
Mapk13,598,640,963,969,1482,1369,2418,2624,1729
Mapk14,3827.999,3521.001,3959,3478,3965,3260,2140,2154.001,3137
Mapk15,0,14,6,11,13,5,52,11,9
Mapk1ip1,98,146,112,152,176,131,320,205,123
Mapk1ip1l,6957,6784,6497,6840,6440,5269,5352,5134,5340
Mapk3,3225,3518,4658,3804,4320,4006,7399,5898,5382
Mapk4,0,1,9,19,19,36,34,31,19
Mapk6,8514,7611,9511,7342,6511,6962,5380,5121,5623
Mapk7,742,677,775.001,715,650,652,612,503,646
Mapk8,922,947,1067,1050,1023,927,1047,1005,893
Mapk8ip1,72,91,94,307,248,286,163,79,88
Mapk8ip2,0,0,0,2,0,2,0,0,1
Mapk8ip3,1125,802,1193.999,1123,1062.001,895,1490.999,836,756
Mapk9,1131,997.034,1202,1057,1157,1030,1518,992,1039
Mapkap1,1484,1518,1910.999,1613,2035,1839,1855,1665,1739
Mapkapk2,3324,3671,4433,4571,5101,4468,3620,4188,4227
Mapkapk3,885,677,659,656,791,589,1464,1269,1439
Mapkapk5,1247,1468,1737,1433,1355,1540,889,1083,1230
Mapkbp1,327,254,345,382,396,357,332,231,241
Mapre1,8493,6732,8652,7838,7682,7553,5112,6082,7052
Mapre2,800,691,1021,896,1231.999,962,924,832,1230.999
Mapre3,46,36,63,56,33,65,96,91,53
Mapt,28,26,37,25,58,48,143,93,40
Marc1,0,0,0,0,0,0,0,2,0
Marc2,1931,1724,1985,1752,2310,1852,2154,2442,2324
March1,0,0,7,1,1,1,1,6,2
March10,0,0,0,1,2,0,0,0,1
March11,0,0,0,0,0,0,0,0,0
March2,587,503,685,590,625,574,620,509,515
March3,24,8,8,5,22,2,41,26,38
March4,0,0,0,3,0,1,0,0,0
March5,2220,3165,3014,2455,2860,2959,2756,2619,2273
March6,2767,2765,3097,3326,3340,2983,3085,2608,2769
March7,1802,1298,1590,1657,1621,1436,1611,1371,1451
March8,2259,2005.001,2430.001,2492,2236,2230.001,2178,1809,2099
March9,694,622,732,703,838,824,902,775,561
Marcks,254,46,129,894,472,262,2081,2211,1268
Marcksl1,3232,4086,5813,6227,8437,6793,4225,5686,3697
Marcksl1-ps4,29,12,27,24,54,72,38,15,13
Marco,0,0,0,0,0,0,0,0,0
Marf1,1755,1416,1771,1909,1762,1666,2574,1574,1518
Mark1,1,2,2,8,5,5,4,3,4
Mark2,6066,5414,6103,5334.001,5963.001,5711,5356,4995,5378.001
Mark3,3345,3242,3684,3257,3284,3399,2780,2493,2781
Mark4,391,324,548,505,455,443,644,550,437
Mars,6169,7808,6952,5325,7132,5595,5400,4177,5142.798
Mars2,1267,1322,1330,1327,1186,1179,641,744,1149
Marveld1,596,415,651,464,467,552,547,575,414
Marveld2,728,946,798,987,1179,954,765,795,1171
Marveld3,854,700,950,1111,1499,1220,1105,787,1075
Mas1,0,0,1,0,1,0,0,0,0
Masp1,6,0,12,2,0,3,0,0,0
Masp2,0,0,0,1.507,0,0,0,0,0
Mast1,20,22,22,16,27.001,33,42,15,11.003
Mast2,6828,6523,6814,6507,5810,5353,4523,3313,4560
Mast3,844,832,970,752,849,897,841,551,690
Mast4,794,520,714,836,985,790,867,563,824
Mastl,1030,735,1041,1212,849,936,797,706,825
Mat1a,0,7,0,2,7,0,0,1,0
Mat2a,12989.59,11709.808,12486.819,14650.811,12103.524,9671.754,4359.752,5511.386,11335.324
Mat2b,1556,1584,1786,1709,1923,1803,1753,1824,1611
Matk,2,1,1,3,14,4,6,10,3
Matn1,0,0,0,0,0,0,3,0,0
Matn2,12,3,14,12,19,10,6,11,4
Matn3,1,2,2,1,6,0,0,0,2
Matn4,0,4,3,5,3,2,15,13,14
Matr3,6880,6613,7417,7855,7060,6798,5319,6225,5814
Mau2,1811,1473,2109,1932,1844,1992,1614,1318,1574
Mavs,1170,966,1143,942,1099,1082,1060,872,889
Max,5299,5575,4966,4374,5075,4071,2489,3014,3050
Maz,4325,5297,5518,5987,6628,5542,3666,4413,4958
Mb,16,53,27,8,27,31,186,122,46
Mb21d1,451,499,712,669,625,697,354,418,725
Mb21d2,45,274,141,424,512,190,290,389,503
Mbd1,877,871,858,913,1092,1006,865,816,1002
Mbd2,4037,5093,4725,4249,4905,3945,4021,4148,4448
Mbd3,4890,6205,6755,4992,6471,6151,3793,4101,4777
Mbd3l1,0,0,0,0,0,0,0,0,0
Mbd3l2,0,0,0,0,0,0,0,0,0
Mbd4,326,249,267,427,344,219,208,265,237
Mbd5,352,193,384,327,297,360,424,201,273
Mbd6,1501,1390,1466,1630,1461,1366,1739,1135,1110
Mbip,351,388,333,304,359,325,198,305,275
Mbl1,0,0,0,0,0,0,0,0,0
Mbl2,0,0,0,0,0,0,0,0,0
Mblac1,110,181,172,132,166,130,97,139,130
Mblac2,143,131,188,181,107,165,141,165,121
Mbnl1,5507,5189,6475,6829.001,5113,5045.001,4331,6233,6937
Mbnl2,2396,1727,2154,2493,2170,1921,5116,3438,2502
Mbnl3,1700,1886,2127,2101,1932,1671,1271,1402,1485
Mboat1,4552,4882,4162,2952,3212,2985,3091,3881,4699
Mboat2,1077,1020,987,857,1230,998,563,816,255
Mboat4,3,4,5,1,3,0,1,0,0
Mboat7,1721,2060,1979,1804,2079,1418,1384,1356,1826
Mbp,2059,1900,2357,2299,2593,2220,1935,2083,2524
Mbtd1,965,819,1121,1450,1304,1194,954,929,1013
Mbtps1,4461,4389,5957,4712,5167,6382,3575,3049,3985
Mbtps2,1086,1358,1401,1254,1200,1236,1491,1169,1324
Mc1r,2,0,4,0,0,0,0,0,1
Mc2r,0,0,4,0,0,0,0,0,0
Mc3r,0,0,0,0,0,0,0,0,0
Mc4r,0,0,0,0,0,0,0,0,0
Mc5r,0,1,0,1,3,0,2,2,0
Mcam,9,13,22,58,33,36,299,724,1650
Mcat,829,1055,997,1071,1285,1114,834,955,1010
Mcc,1260.492,1381.308,1049.43,2542.354,2498.045,2117.466,1862.232,1387.689,2289.743
Mccc1,600,450,482,615,541,561,702.995,559,521.999
Mccc1os,2,2,0,2,3,0,3.005,0,2.001
Mccc2,947,978,1133,1067,1125,1163,725,726,850
Mcee,149,206,144,152,225,136,280,237,216
Mcemp1,0,0,0,0,0,0,0,0,0
Mcf2,0,0,0,0,3,0,0,1,0
Mcf2l,39,15,45,124,190,288,211,165,103
Mcfd2,1242,1268,1474,1146,1449,1246,1416,1607,1539
Mchr1,0,0,0,0,0,0,2,0,0
Mcidas,0,2,0,3,0,2,2,2,0
Mcl1,9229,7804,9356,8506,8048,7560,5766,7032,8955
Mcm10,2486,1875,2195,2412,2256,1921,996,1436,1617
Mcm2,8591,8764,10563,9389,10022,8828,4239,5772,7739
Mcm3,10052,9318,10234,10356,10664,8417,4267,6810,7637
Mcm3ap,2411,1989,2408,2224.797,2356,1859,1713,1406,1794
Mcm4,7273,6491,7626,8236,7519,6451,3623,5094,5913
Mcm5,9251,8921,11910,10477,10428,10616,4385,6390,8504
Mcm6,10102,10263,11417,11666,11969,9922,5637,8072,9352
Mcm7,9940,10110,13248,12366,12373,11993,7045,7924,9271
Mcm8,739,822,777,675,839,732,681,620,643
Mcm9,278,231,314,348,341,264,231,181,220
Mcmbp,3678,4107,4487,4591,4282,3411,2654,2921,3288
Mcmdc2,0,2,0,0,0,0,0,0,0
Mcoln1,615,450,668,461,526,623,523,440,530
Mcoln2,6,2,3,8,12,2,8,14,6
Mcoln3,0,0,0,0,0,0,0,0,0
Mcph1,1463,1339,1824,1348,1307,1468,956,911,1033
Mcpt-ps1,8,2,2,0,0,2,3,2,0
Mcpt1,1,0,0,0,0,2,0,2,0
Mcpt2,0,0,0,0,0,0,0,0,0
Mcpt4,0,0,0,0,0,1,1,0,0
Mcpt8,0,0,0,1,0,0,0,0,1
Mcpt9,0,0,0,0,2,0,0,0,0
Mcrs1,1720,1958,2691,2266,2282,2909,1538,1668,1731
Mctp1,0,0,3,0,0,1,1,3,0
Mctp2,206,265,244,212,397,334,619,338,277
Mcts1,614,605,611,506,662,575,653,843,549
Mcts2,319,230,209,236,225,221,203,221,195
Mcu,2756,2829,2838,1857,2471,2119,2608,2525,2422
Mcur1,744,991,763,883,1006,755,699,829,1205
Mdc1,2999,2236,2536,3101,2695,2405,2442,1935,2057
Mdfi,264,324,272,220,253,190,310.999,460.001,375
